stream	id	layout	bytes	rgba_hash	stream_hash	encode_ns	project_exact
stream	clic-validation-065	compact	6898214	ad51c0a7a72a60af	fd7603d18be8a42d	165290417	1
stream	clic-validation-065	low-latency	6856728	ad51c0a7a72a60af	26f38f7f8712f763	150071250	1
stream	clic-validation-066	default	3955136	2776d792bd08e4c8	3e00df9e5d4a1fcb	81024375	1
stream	clic-validation-066	single	4007076	2776d792bd08e4c8	abf960e9f7fb8de6	32516834	1
stream	clic-validation-066	compact	3437954	2776d792bd08e4c8	6d29c0af326ae338	80838916	1
stream	clic-validation-066	low-latency	3463560	2776d792bd08e4c8	2c6ff3c287bff9bd	78805083	1
stream	clic-validation-067	default	8213958	bc771b35afb288d9	88d82a85cb641928	144972167	1
stream	clic-validation-067	single	7797260	bc771b35afb288d9	81ca2832ad73940e	63239625	1
stream	clic-validation-067	compact	7149540	bc771b35afb288d9	f86f38b425bbb9ae	158211333	1
stream	clic-validation-067	low-latency	7399782	bc771b35afb288d9	d72b4c7cdf857515	150302750	1
stream	clic-validation-068	default	7730040	3ba6a7c1c5ecf844	2bfe545aae7a96d0	147195333	1
stream	clic-validation-068	single	8004572	3ba6a7c1c5ecf844	7ea539e392770403	70688291	1
stream	clic-validation-068	compact	7005466	3ba6a7c1c5ecf844	4cb7385c0a5f6638	153256375	1
stream	clic-validation-068	low-latency	7198452	3ba6a7c1c5ecf844	7a84e73f79b0fdc3	146761833	1
stream	clic-validation-069	default	7380496	3ae93d12110ca5c0	38a211aff95d8e19	113818375	1
stream	clic-validation-069	single	7034076	3ae93d12110ca5c0	17779fc152bbdddb	63106000	1
stream	clic-validation-069	compact	6211560	3ae93d12110ca5c0	99d66288192faf0e	151409125	1
stream	clic-validation-069	low-latency	6218740	3ae93d12110ca5c0	6b8bb6e5888b580f	150136500	1
stream	clic-validation-070	default	8045444	def8eca9ffd902d7	4af51241da936e60	109954000	1
stream	clic-validation-070	single	7597312	def8eca9ffd902d7	7c8a863230571eef	65423333	1
stream	clic-validation-070	compact	7163008	def8eca9ffd902d7	8a0ef1ddf72b58c1	158820333	1
stream	clic-validation-070	low-latency	7230868	def8eca9ffd902d7	75e2af3b24d7903e	153404208	1
stream	clic-validation-071	default	3617998	3f96a3a16399627a	b6e0d738ad2e8984	50107791	1
stream	clic-validation-071	single	3515174	3f96a3a16399627a	3ec791ce1bb9f6e2	28373750	1
stream	clic-validation-071	compact	3221288	3f96a3a16399627a	52e297ec31cd7584	69494000	1
stream	clic-validation-071	low-latency	3213510	3f96a3a16399627a	97871cdbb7768cd6	67184375	1
stream	clic-validation-072	default	6453320	70eaa592ad77ae32	528591338301c8ff	132267292	1
